route_pattern_id,route_id,direction_id,route_pattern_name,route_pattern_time_desc,route_pattern_typicality,route_pattern_sort_order,representative_trip_id
Red-1-0,Red,0,Ashmont,,1,10010051,41527103
Red-3-0,Red,0,Braintree,,1,10010052,41527114
Red-1-1,Red,1,Alewife,,1,10010151,41527094
Red-3-1,Red,1,Alewife,,1,10010152,41527109
Mattapan-_-0,Mattapan,0,Mattapan,,1,10011000,41845249
Mattapan-_-1,Mattapan,1,Ashmont,,1,10011100,41845179
Orange-3-0,Orange,0,Forest Hills,,1,10020000,41131872-20:15-OakGroveWellington
Orange-5-0,Orange,0,Forest Hills,Weekdays only,3,10020099,41131856-20:15-OakGroveWellington
Orange-3-1,Orange,1,Oak Grove,,1,10020100,41131875-20:15-OakGroveWellington
Green-B-3-0,Green-B,0,Boston College,,1,10032000,41836999-RedSox-1-22:30-NewtonHighlandsKenmore
Green-B-0-0,Green-B,0,Boston College,Weekend early mornings only,3,10032099,41845673
Green-B-3-1,Green-B,1,Park Street,,1,10032100,41836904-RedSox-1-22:30-NewtonHighlandsKenmore
Green-B-0-1,Green-B,1,Lechmere,Weekend early mornings only,3,10032199,41845672
Green-C-1-0,Green-C,0,Cleveland Circle,,1,10033000,41836917-RedSox-1-22:30-NewtonHighlandsKenmore
Green-C-0-0,Green-C,0,Cleveland Circle,,3,10033099,41836915-RedSox-1-22:30-NewtonHighlandsKenmore
Green-C-1-1,Green-C,1,North Station,,1,10033100,41836909-RedSox-1-22:30-NewtonHighlandsKenmore
Green-C-0-1,Green-C,1,Lechmere,Early mornings only,3,10033199,41836905-RedSox-1-22:30-NewtonHighlandsKenmore
Green-D-2-0,Green-D,0,Riverside,,1,10034003,41837545-RedSox-1-22:30-NewtonHighlandsKenmore
Green-D-6-0,Green-D,0,Riverside,Weekday evenings only,3,10034097,41839111-RedSox-1-22:30-NewtonHighlandsKenmore2
Green-D-0-0,Green-D,0,Riverside,Weekdays only,3,10034099,41838310-RedSox-1-22:30-NewtonHighlandsKenmore
Green-D-4-0,Green-D,0,Reservoir,Weekdays only,3,10034099,41837318-RedSox-1-22:30-NewtonHighlandsKenmore
Green-D-2-1,Green-D,1,Government Center,,1,10034104,41836896-RedSox-1-22:30-NewtonHighlandsKenmore
Green-D-4-1,Green-D,1,Lechmere,Weekdays only,3,10034198,41837266-RedSox-1-22:30-NewtonHighlandsKenmore
Green-D-6-1,Green-D,1,Government Center,Weekday evenings only,3,10034198,41839088-RedSox-1-22:30-NewtonHighlandsKenmore0
Green-D-0-1,Green-D,1,Lechmere,Weekday early mornings only,3,10034199,41838308-RedSox-1-22:30-NewtonHighlandsKenmore
Green-D-1-1,Green-D,1,North Station,Weekday evenings only,3,10034199,41837717-RedSox-1-22:30-NewtonHighlandsKenmore
Green-D-5-1,Green-D,1,Government Center,Weekday early mornings only,3,10034199,41837263-RedSox-1-22:30-NewtonHighlandsKenmore
Green-E-0-0,Green-E,0,Heath Street,,1,10035000,41836939-RedSox-1-22:30-NewtonHighlandsKenmore
Green-E-2-0,Green-E,0,Heath Street,Weekday early mornings only,3,10035099,41837011-RedSox-1-22:30-NewtonHighlandsKenmore
Green-E-0-1,Green-E,1,Lechmere,,1,10035100,41837013-RedSox-1-22:30-NewtonHighlandsKenmore
Blue-6-0,Blue,0,Bowdoin,,1,10040003,41307847
Blue-8-0,Blue,0,Bowdoin,,3,10040096,41308054
Blue-6-1,Blue,1,Wonderland,,1,10040100,41308055
741-_-0,741,0,South Station - Logan Airport Terminals,,1,10051000,42254093
741-_-1,741,1,Logan Airport Terminals - South Station,,1,10051101,42253987
741-2-1,741,1,Logan Airport Terminals - South Station (Surface Route),Early mornings and late nights only,3,10051198,42253855
742-1-0,742,0,South Station - Drydock Ave (AM Route),,1,10052059,42253645
742-_-0,742,0,South Station - Drydock Ave (PM Route),,2,10052060,42253769
742-_-1,742,1,Drydock Ave - South Station (PM Route),,1,10052146,42253792
742-1-1,742,1,Drydock Ave - South Station (AM Route),,1,10052159,42253642
742-3-1,742,1,Drydock Ave - South Station (PM - Omits 88 Black Falcon Ave),Evenings only,3,10052194,42253566
743-_-0,743,0,South Station - Chelsea Station,,1,10053000,42253498
743-_-1,743,1,Chelsea Station - South Station,,1,10053101,42253500
743-1-1,743,1,Chelsea Station - South Station (Surface Route),Late nights only,3,10053198,42253356
751-_-0,751,0,South Station - Dudley Station,,1,10055000,42252702
751-_-1,751,1,Dudley Station - South Station,,1,10055100,42252701
749-_-0,749,0,Temple Place - Dudley Station,,1,10056000,42252444
749-_-1,749,1,Dudley Station - Temple Place,,1,10056100,42252443
746-_-0,746,0,South Station - Silver Line Way,,1,10057000,42253759
746-_-1,746,1,Silver Line Way - South Station,,1,10057100,42253490
CR-Fairmount-0-0,CR-Fairmount,0,South Station - Readville via Fairmount,,1,20001000,CR-Weekday-Spring-19-751
CR-Fairmount-0-1,CR-Fairmount,1,Readville - South Station via Fairmount,,1,20001100,CR-Weekday-Spring-19-750
CR-Fitchburg-0-0,CR-Fitchburg,0,North Station - Wachusett,,1,20002000,CR-Weekday-Spring-19-401
CR-Fitchburg-0-1,CR-Fitchburg,1,Wachusett - North Station,,1,20002100,CR-Weekday-Spring-19-400
CR-Worcester-0-0,CR-Worcester,0,South Station - Worcester,,1,20003000,CR-Weekday-Spring-19-501
CR-Worcester-0-1,CR-Worcester,1,Worcester - South Station,,1,20003100,CR-Weekday-Spring-19-500
CR-Franklin-0-0,CR-Franklin,0,South Station - Forge Park/495 via Back Bay,,1,20004000,CR-Weekday-Spring-19-701
CR-Franklin-0-1,CR-Franklin,1,Forge Park/495 - South Station via Back Bay,,1,20004100,CR-Weekday-Spring-19-700
CR-Franklin-1-1,CR-Franklin,1,Forge Park/495 - South Station via Fairmount,,3,20004101,CR-Weekday-Spring-19-790
CR-Greenbush-0-0,CR-Greenbush,0,South Station - Greenbush,,1,20005000,CR-Weekday-Spring-19-071
CR-Greenbush-0-1,CR-Greenbush,1,Greenbush - South Station,,1,20005100,CR-Weekday-Spring-19-070
CR-Haverhill-0-0,CR-Haverhill,0,North Station - Haverhill via Reading,,1,20006000,CR-Weekday-Spring-19-285-BallardvaleMaldenCenter
CR-Haverhill-1-0,CR-Haverhill,0,North Station - Haverhill via Anderson/Woburn,,3,20006001,CR-Weekday-Spring-19-203-BallardvaleMaldenCenter
CR-Haverhill-0-1,CR-Haverhill,1,Haverhill - North Station via Reading,,1,20006100,CR-Weekday-Spring-19-200-BallardvaleMaldenCenter
CR-Haverhill-1-1,CR-Haverhill,1,Haverhill - North Station via Anderson/Woburn,,3,20006101,CR-Weekday-Spring-19-206-BallardvaleMaldenCenter
CR-Kingston-0-0,CR-Kingston,0,South Station - Kingston,,1,20007000,CR-Weekday-Spring-19-033
CR-Kingston-1-0,CR-Kingston,0,South Station - Plymouth,,1,20007001,CR-Weekday-Spring-19-063
CR-Kingston-2-0,CR-Kingston,0,South Station - Plymouth via Kingston,,2,20007002,CR-Weekday-Spring-19-065
CR-Kingston-3-0,CR-Kingston,0,South Station - Kingston via Plymouth,,2,20007003,CR-Weekday-Spring-19-061
CR-Kingston-0-1,CR-Kingston,1,Kingston - South Station,,1,20007100,CR-Weekday-Spring-19-032
CR-Kingston-1-1,CR-Kingston,1,Plymouth - South Station,,1,20007101,CR-Weekday-Spring-19-062
CR-Kingston-2-1,CR-Kingston,1,Kingston - South Station via Plymouth,,2,20007102,CR-Weekday-Spring-19-064
CR-Kingston-3-1,CR-Kingston,1,Plymouth - South Station via Kingston,,2,20007103,CR-Weekday-Spring-19-060
CR-Lowell-0-0,CR-Lowell,0,North Station - Lowell,,1,20008000,CR-Weekday-Spring-19-301
CR-Lowell-0-1,CR-Lowell,1,Lowell - North Station,,1,20008100,CR-Weekday-Spring-19-300
CR-Middleborough-0-0,CR-Middleborough,0,South Station - Middleborough/Lakeville,,1,20009000,CR-Weekday-Spring-19-003
CR-Middleborough-0-1,CR-Middleborough,1,Middleborough/Lakeville - South Station,,1,20009100,CR-Weekday-Spring-19-002
CR-Needham-0-0,CR-Needham,0,South Station - Needham Heights,,1,20010000,CR-Weekday-Spring-19-601
CR-Needham-0-1,CR-Needham,1,Needham Heights - South Station,,1,20010100,CR-Weekday-Spring-19-600
CR-Newburyport-0-0,CR-Newburyport,0,North Station - Newburyport,,1,20011000,CR-Weekday-Spring-19-153
CR-Newburyport-1-0,CR-Newburyport,0,North Station - Rockport,,1,20011001,CR-Weekday-Spring-19-101
CR-Newburyport-0-1,CR-Newburyport,1,Newburyport - North Station,,1,20011100,CR-Weekday-Spring-19-150
CR-Newburyport-1-1,CR-Newburyport,1,Rockport - North Station,,1,20011101,CR-Weekday-Spring-19-100
CR-Providence-0-0,CR-Providence,0,South Station - Wickford Junction,,1,20012000,CR-Weekday-Spring-19-8801
CR-Providence-1-0,CR-Providence,0,South Station - Stoughton,,1,20012001,CR-Weekday-Spring-19-903
CR-Providence-0-1,CR-Providence,1,Wickford Junction - South Station,,1,20012100,CR-Weekday-Spring-19-802
CR-Providence-1-1,CR-Providence,1,Stoughton - South Station,,1,20012101,CR-Weekday-Spring-19-900
Boat-F4-0-0,Boat-F4,0,Long Wharf - Charlestown Navy Yard,,1,30001000,Boat-F4-0630-Long-Weekday
Boat-F4-0-1,Boat-F4,1,Charlestown Navy Yard - Long Wharf,,1,30001100,Boat-F4-0645-Charlestown-Weekday
Boat-F1-0-0,Boat-F1,0,Long Wharf - Hingham via Logan Airport & Hull,,1,30002000,Boat-F1-1100-Long-WeekdaySummer
Boat-F1-1-0,Boat-F1,0,Rowes Wharf - Hingham,Weekdays only,1,30002001,Boat-F1-0650-Rowes-WeekdaySummer
Boat-F1-2-0,Boat-F1,0,Long Wharf - Hingham via Hull,,2,30002002,Boat-F1-1540-Long-WeekdaySummer
Boat-F1-3-0,Boat-F1,0,Long Wharf - Hull,,2,30002003,Boat-F1-0800-Long-WeekdaySummer
Boat-F1-4-0,Boat-F1,0,Long Wharf - Hingham via Logan Airport,,2,30002004,Boat-F1-0910-Long-WeekdaySummer
Boat-F1-5-0,Boat-F1,0,Long Wharf - Hingham via Georges Island & Hull,Summer weekday middays only,2,30002005,Boat-F1-1300-Long-WeekdaySummer
Boat-F1-6-0,Boat-F1,0,Long Wharf - Hingham,,2,30002006,Boat-F1-1215-Long-WeekdaySummer
Boat-F1-7-0,Boat-F1,0,Long Wharf - Hingham via Georges Island,Summer weekends only,2,30002007,Boat-F1-1200-Long-Saturday
Boat-F1-9-0,Boat-F1,0,Long Wharf - Hull via Logan Airport,,2,30002009,Boat-F1-0625-Long-WeekdaySummer
Boat-F1-0-1,Boat-F1,1,Hingham - Long Wharf via Hull & Logan Airport,,1,30002100,Boat-F1-1300-Hingham-WeekdaySummer
Boat-F1-1-1,Boat-F1,1,Hingham - Rowes Wharf,Weekdays only,1,30002101,Boat-F1-0600-Hingham-WeekdaySummer
Boat-F1-2-1,Boat-F1,1,Hingham - Long Wharf via Hull,,2,30002102,Boat-F1-0540-Hingham-WeekdaySummer
Boat-F1-3-1,Boat-F1,1,Hull - Long Wharf,,2,30002103,Boat-F1-0730-Hull-WeekdaySummer
Boat-F1-4-1,Boat-F1,1,Hingham - Long Wharf via Logan Airport,,2,30002104,Boat-F1-1545-Hingham-WeekdaySummer
Boat-F1-6-1,Boat-F1,1,Hingham - Long Wharf,,2,30002106,Boat-F1-1400-Hingham-WeekdaySummer
Boat-F1-7-1,Boat-F1,1,Hingham - Long Wharf via Georges Island,Summer weekends only,2,30002107,Boat-F1-0900-Hingham-Saturday
Boat-F1-8-1,Boat-F1,1,Hingham - Long Wharf via Georges Island & Logan Airport,Summer weekday middays only,2,30002108,Boat-F1-1000-Hingham-WeekdaySummer
747-_-0,747,0,Ruggles Station - Sullivan Square Station,Weekdays only,1,40020000,41819809
747-_-1,747,1,Sullivan Square Station - Ruggles Station,Weekdays only,1,40020100,41819810
708-_-0,708,0,Andrew Station - Brookline Ave,Weekdays only,1,40030051,41820407
708-1-0,708,0,Andrew Station - Ave Louis Pasteur,Weekdays only,1,40030055,41819784
708-_-1,708,1,Brookline Ave - Andrew Station,Weekdays only,1,40030150,41820410
708-1-1,708,1,Ave Louis Pasteur - Andrew Station,Weekdays only,1,40030157,41819785
1-_-0,1,0,Dudley Station - Harvard Square,,1,50010000,41894172
1-_-1,1,1,Harvard Square - Dudley Station,,1,50010100,41894173
4-1-0,4,0,Tide St - North Station,Weekdays only,1,50040046,41820347
4-_-0,4,0,Tide St - North Station via South Station,Weekday mornings only,1,50040053,41820340
4-_-1,4,1,North Station - Tide St,Weekdays only,1,50040148,41820355
4-1-1,4,1,North Station - Tide St via South Station,Weekdays only,1,50040151,41820363
7-1-0,7,0,Otis St & Summer St - City Point,,1,50070036,41893755
7-2-0,7,0,Otis St & Summer St - City Point via East 1st St,Weekdays only,2,50070075,41893756
7-7-0,7,0,Bedford St & Chauncy St - City Point,Weekdays only,2,50070087,41893457
7-1-1,7,1,City Point - Otis St & Summer St,,1,50070143,41893560
7-2-1,7,1,City Point - Otis St & Summer St via East 1st St,Weekdays only,2,50070177,41893690
7-5-1,7,1,City Point - South Station,Weekdays only,2,50070178,41893579
8-9-0,8,0,Kenmore Station - Harbor Point via South Bay Center,,1,50080034,41892515
8-1-0,8,0,Kenmore Station - Harbor Point,,2,50080067,41892618
8-2-0,8,0,Dudley Station - Kenmore Station,School days only,3,50080098,41820289
8-D-0,8,0,Kenmore Station - Ruggles Station,School days only,3,50080098,41894087_2
8-9-1,8,1,Harbor Point - Kenmore Station via South Bay Center,,1,50080139,41892603
8-1-1,8,1,Harbor Point - Kenmore Station,,2,50080161,41892509
8-D-1,8,1,Ruggles Station - Kenmore Station,School days only,3,50080198,41894086_2
9-_-0,9,0,Copley Station - City Point,,1,50090022,41893486
9-1-0,9,0,Copley Station - City Point via L St,Weekdays only,2,50090078,41893466
9-5-0,9,0,Ave Louis Pasteur - City Point via Andrew Station,School days only,3,50090099,41893754
9-_-1,9,1,City Point - Copley Station,,1,50090107,41893559
9-1-1,9,1,City Point - Copley Station via L St,AM peak hours only,3,50090192,41893592
9-4-1,9,1,City Point - Kenmore Station via Ave Louis Pasteur,School days only,3,50090199,41893572
10-9-0,10,0,Copley Square - City Point via South Bay Center,,1,50100018,41894013
10-8-0,10,0,Townsend St & Warren St - City Point via Dudley Station,School days only,3,50100097,41894011
10-5-0,10,0,Copley Station - City Point,Late nights only,3,50100098,41893896
10-E-0,10,0,Andrew Station - City Point,School days only,3,50100098,41894085_2
10-9-1,10,1,City Point - Copley Square via South Bay Center,,1,50100116,41893897
10-2-1,10,1,City Point - Franklin Park via Andrew,School days only,3,50100199,41894084
11-3-0,11,0,Bedford St & Chauncy St - City Point,,1,50110001,41893833
11-2-0,11,0,Tufts Medical Center - City Point,Sundays only,3,50110098,42012017
11-3-1,11,1,City Point - Bedford St & Chauncy St,,1,50110101,41893898
11-2-1,11,1,City Point - Tufts Medical Center,Sundays only,3,50110198,42012015
14-_-0,14,0,Heath St - Roslindale Square,,1,50140003,42123692
14-2-0,14,0,Heath St - Dudley Station,,3,50140097,42123660
14-1-0,14,0,Dudley Station - Roslindale Square,Weekday early mornings only,3,50140098,42123694
14-_-1,14,1,Roslindale Square - Heath St,,1,50140101,42123693
14-2-1,14,1,Dudley Station - Heath St,Saturday mornings only,3,50140198,42140941
15-_-0,15,0,Ruggles Station - Kane Square,,1,50150047,41892948
15-2-0,15,0,Ruggles Station - St Peter's Square,Weekday middays only,2,50150072,41893166
15-1-0,15,0,Ruggles Station - Fields Corner Station,,2,50150082,41892955
15-3-0,15,0,Dudley Station - Kane Square,School days only,3,50150099,41892753
15-6-0,15,0,Malcolm X Blvd - Fields Corner Station,School days only,3,50150099,41892476
15-H-0,15,0,Haymarket Station - Mattapan Station,Early mornings and late nights only,3,50150099,41894091
15-_-1,15,1,Kane Square - Ruggles Station,,1,50150145,41892966
15-2-1,15,1,St Peter's Square - Ruggles Station,Weekday middays only,2,50150173,41893029
15-1-1,15,1,Fields Corner Station - Ruggles Station,,2,50150183,41892959
15-3-1,15,1,Kane Square - Dudley Station,School days only,3,50150199,41892754
15-4-1,15,1,Ashmont Station - Dudley Station,Early mornings only,3,50150199,41892418
15-H-1,15,1,Mattapan Station - Haymarket Station,Early mornings and late nights only,3,50150199,41894090
16-9-0,16,0,Andrew Station - Forest Hills Station via South Bay Center,,2,50160074,41894064
16-2-0,16,0,Harbor Point - Forest Hills Station,Weekdays only,2,50160079,41892860
16-7-0,16,0,"Andrew Station - Forest Hills Station, Upper Busway",Weekdays only,2,50160082,42254289
16-8-0,16,0,Harbor Point - Forest Hills Station via South Bay Center,Weekdays only,2,50160082,41893006
16-3-0,16,0,Andrew Station - Forest Hills Station,,3,50160090,41894076
16-5-0,16,0,McCormack Housing - Forest Hills via South Bay Center,,3,50160090,41894857
16-9-1,16,1,Forest Hills Station - Andrew Station via South Bay Center,,2,50160168,41894865
16-2-1,16,1,Forest Hills Station - Harbor Point,Weekdays only,2,50160176,41892905
16-8-1,16,1,Forest Hills Station - Harbor Point via South Bay Center,Weekdays only,2,50160178,41892813
16-3-1,16,1,Forest Hills Station - Andrew Station,,2,50160188,41894074
16-5-1,16,1,Forest Hills - McCormack Housing via South Bay Center,,2,50160188,41892781
16-E-1,16,1,Franklin Park - Andrew Station,School days only,3,50160199,41894085_1
17-_-0,17,0,Andrew Station - Fields Corner Station,,1,50170000,41892279
17-_-1,17,1,Fields Corner Station - Andrew Station,,1,50170100,41892280
18-_-0,18,0,Andrew Station - Ashmont Station,,1,50180000,41892291
18-_-1,18,1,Ashmont Station - Andrew Station,,1,50180100,41892292
19-3-0,19,0,Kenmore Station - Fields Corner Station,Weekdays only,1,50190029,41892498
19-_-0,19,0,Ruggles Station - Fields Corner Station,Weekdays only,2,50190076,41892317
19-F-0,19,0,Warren St & Townsend St - Fields Corner Station,School days only,3,50190097,41892468_1
19-1-0,19,0,Malcolm X Blvd - Fields Corner Station,School days only,3,50190098,41892477
19-E-0,19,0,Ave Louis Pasteur - Fields Corner Station,School days only,3,50190098,41892472_1
19-3-1,19,1,Fields Corner Station - Kenmore Station,Weekdays only,1,50190135,41894075
19-_-1,19,1,Fields Corner Station - Ruggles Station,Weekdays only,2,50190167,41892750
19-E-1,19,1,Fields Corner Station - Ave Louis Pasteur,School days only,3,50190197,41892480_2
21-_-0,21,0,Forest Hills Station - Ashmont Station,,1,50210000,42124471
21-_-1,21,1,Ashmont Station - Forest Hills Station,,1,50210100,42124412
21-B-1,21,1,Ashmont Station - Forest Hills Station,School days only,3,50210199,42124398_1
22-_-0,22,0,Ruggles Station - Ashmont Station,,1,50220001,41894828
22-1-0,22,0,Malcolm X Blvd - Ashmont Station,School days only,3,50220099,41892475
22-2-0,22,0,Ave Louis Pasteur - Ashmont Station,School days only,3,50220099,41892471
22-3-0,22,0,Warren St & Townsend St - Ashmont Station,School days only,3,50220099,41892469
22-_-1,22,1,Ashmont Station - Ruggles Station,,1,50220100,41894692
23-_-0,23,0,Ruggles Station - Ashmont Station,,1,50230000,41894552
23-1-0,23,0,Townsend St & Warren St - Ashmont Station,School days only,3,50230099,41892470
23-3-0,23,0,Malcolm X Blvd - Ashmont Station,School days only,3,50230099,41892474
23-_-1,23,1,Ashmont Station - Ruggles Station,,1,50230100,41894430
23-2-1,23,1,Ashmont Station - Dudley Station,Weekday early mornings only,3,50230199,41894068
23-E-1,23,1,Dudley Station - Franklin Park,School days only,3,50230199,41894088_3
23-G-1,23,1,Warren St & Quincy St - Dudley Station,School days only,3,50230199,41820399_1
24-_-0,24,0,Mattapan Station - Wakefield Ave & Truman Pkwy,,1,50240000,42122683
24-1-0,24,0,Logan Square - Wakefield Ave & Truman Pkwy,Weekday early mornings only,3,50240099,42123050
24-_-1,24,1,Wakefield Ave & Truman Pkwy - Mattapan Station,Weekdays only,1,50240101,42122684
24-4-1,24,1,Logan Square - Mattapan Station,Weekday early mornings only,3,50240198,42123364
2427-2-0,2427,0,Ashmont Station - Wakefield Ave & Truman Pkwy,,1,50241000,42123378
2427-2-1,2427,1,Wakefield Ave & Truman Pkwy - Ashmont Station,,1,50241101,42123377
2427-5-1,2427,1,Logan Square - Ashmont Station,Saturday early mornings only,3,50241198,42141098
26-1-0,26,0,Gallivan Blvd - Ashmont Station via Washington St,,1,50260037,42123206
26-2-0,26,0,Gallivan Blvd - Ashmont Station via Norfolk St,,2,50260062,42123192
26-1-1,26,1,Ashmont Station - Gallivan Blvd via Norfolk St,,1,50260136,42123205
26-2-1,26,1,Ashmont Station - Gallivan Blvd via Washington St,,2,50260163,42123191
27-_-0,27,0,Ashmont Station - Mattapan Station,Weekdays only,1,50270000,42123740
27-_-1,27,1,Mattapan Station - Ashmont Station,Weekdays only,1,50270100,42123741
28-_-0,28,0,Ruggles Station - Mattapan Station,,1,50280000,42253134
28-6-0,28,0,Malcolm X Blvd - Mattapan Station (Omits Dudley Station),School days only,3,50280099,41892486
28-9-0,28,0,Ave Louis Pasteur - Mattapan Station,School days only,3,50280099,42123047
28-_-1,28,1,Mattapan Station - Ruggles Station,,1,50280101,42253133
28-2-1,28,1,Mattapan Station - Dudley Station,Early mornings only,3,50280199,41892419
28-5-1,28,1,Townsend St & Warren St - Ruggles Station,School days only,3,50280199,41892485
29-5-0,29,0,Jackson Square Station - Mattapan Station,Weekdays only,1,50290046,42123115
29-1-0,29,0,Jackson Square Station - Mattapan Station via Franklin Field,Weekdays only,2,50290066,42122695
29-_-0,29,0,Ruggles Station - Mattapan Station,,2,50290087,42122717
29-5-1,29,1,Mattapan Station - Jackson Square Station,Weekdays only,1,50290147,42123116
29-1-1,29,1,Mattapan Station - Jackson Square Station via Franklin Field,Weekdays only,2,50290161,42122694
29-_-1,29,1,Mattapan Station - Ruggles Station,Evenings only,3,50290191,42122723
30-2-0,30,0,Forest Hills Station - Mattapan Station,,1,50300001,42122769
30-A-0,30,0,Roslindale Square - Mattapan Station,School days only,3,50300098,42124165_2
30-2-1,30,1,Mattapan Station - Forest Hills Station,,1,50300101,42122754
30-A-1,30,1,Mattapan Station - Roslindale Square,School days only,3,50300198,42124166_2
31-_-0,31,0,Forest Hills Station - Mattapan Station,,1,50310000,42124550
31-_-1,31,1,Mattapan Station - Forest Hills Station,,1,50310100,42124647
32-1-0,32,0,Forest Hills Station - Wolcott Square,,1,50320030,42123234
32-_-0,32,0,Forest Hills Station - Cleary Square,Weekdays only,2,50320070,42124204
32-3-0,32,0,Forest Hills Station - Wolcott Square via Westinghouse Plaza,School days only,3,50320099,42124152
32-9-0,32,0,Wolcott Square - Townsend St & Humboldt Ave,School days only,3,50320099,42123143
32-1-1,32,1,Wolcott Square - Forest Hills Station,,1,50320131,42124160
32-_-1,32,1,Cleary Square - Forest Hills Station,Weekdays only,2,50320168,42123235
32-3-1,32,1,Wolcott Square - Forest Hills Station via Westinghouse Plaza,School days only,3,50320199,42124153
32-9-1,32,1,Townsend St & Humboldt Ave - Wolcott Square,School days only,3,50320199,42123389
32-C-1,32,1,Wolcott Square - Forest Hills Station,School days only,3,50320199,42122874_1
3233-5-0,3233,0,Forest Hills Station - River St & Milton St,Early mornings only,1,50321000,42122805
33-5-0,33,0,Mattapan Station - River St & Milton St via West Milton St (AM Route),,1,50330046,42123148
33-6-0,33,0,Mattapan Station - River St & Milton St (PM Route),Weekdays only,1,50330056,42122794
33-1-0,33,0,Mattapan Station - River St & Milton St via Westinghouse Plz,School days only,3,50330097,42122807
33-5-1,33,1,River St & Milton St - Mattapan Station (AM Route),,1,50330142,42123149
33-6-1,33,1,River St & Milton St - Mattapan Station via West Milton St (PM Route),Weekdays only,2,50330164,42122795
33-7-1,33,1,River St & Milton St - Forest Hills Station via W Milton St,Weekdays only,3,50330195,42123117
33-1-1,33,1,River St & Milton St - Mattapan Station via Westinghouse Plz,School days only,3,50330197,42124151
33-4-1,33,1,River St & Milton St - Forest Hills Station,Saturdays only,3,50330199,42141751
34-_-0,34,0,Forest Hills Station - Dedham Line,,1,50340000,42123519
34-K-0,34,0,Townsend St & Humboldt Ave - Dedham Line via Forest Hills,School days only,3,50340099,42123145
34-_-1,34,1,Dedham Line - Forest Hills Station,,1,50340100,42123520
34-K-1,34,1,Dedham Line - Townsend St & Humboldt Ave via Forest Hills,School days only,3,50340199,42123365
34E-3-0,34E,0,Forest Hills - Walpole Ctr via Dedham Mall (Limited Stops),,2,50341064,42122846
34E-4-0,34E,0,Forest Hills Station - Walpole Center,,2,50341069,42122855
34E-9-0,34E,0,Forest Hills - Walpole Center via Dedham Mall and Walpole St,Weekday middays only,2,50341088,42122848
34E-6-0,34E,0,Forest Hills Station - East Walpole,,3,50341093,42123646
34E-2-0,34E,0,Forest Hills Station - Walpole Center via Walpole St,Weekday mornings only,3,50341094,42124411
34E-8-0,34E,0,Forest Hills Statio - East Walpole via Dedham Mall,,3,50341094,42123438
34E-7-1,34E,1,Walpole Center - Forest Hills Station via Dedham Mall,,1,50341146,42122861
34E-1-1,34E,1,Walpole Center - Forest Hills Station,,2,50341181,42122856
34E-9-1,34E,1,Walpole Center - Forest Hills via Dedham Mall and Walpole St,Weekdays only,2,50341185,42122835
34E-6-1,34E,1,East Walpole - Forest Hills Station,,3,50341193,42123647
34E-8-1,34E,1,East Walpole - Forest Hills Station via Dedham Mall,,3,50341194,42124410
35-1-0,35,0,Forest Hills Station - Dedham Mall,,1,50350018,42123843
35-_-0,35,0,Forest Hills Station - Stimson St & Washington St,Mornings only,2,50350082,42123852
35-3-0,35,0,Ave Louis Pasteur - Dedham Mall via Forest Hills Station,School days only,3,50350098,42123772
35-1-1,35,1,Dedham Mall - Forest Hills Station,,1,50350122,42123842
35-_-1,35,1,Stimson St & Washington St - Forest Hills Station,,2,50350178,42123848
35-2-1,35,1,Stimson & Washington St - Ave Louis Pasteur via Forest Hills,School days only,3,50350198,42123774
36-1-0,36,0,Forest Hills Station - Millennium Park,Weekdays only,1,50360058,42123773
36-8-0,36,0,"Forest Hills Station - VA Hospital, West Roxbury",,2,50360072,42122970
36-_-0,36,0,Forest Hills Station - Charles River Loop,,2,50360072,42122907
36-5-0,36,0,Forest Hills Station - Rivermoor Industrial Park,Weekday evenings only,3,50360098,42123041
36-9-0,36,0,Townsend & Humboldt - Charles River Loop via Forest Hills,School days only,3,50360099,42123142
36-G-0,36,0,Roslindale Square - Millennium Park,School days only,3,50360099,42124166_3
36-1-1,36,1,Millennium Park - Forest Hills Station,Weekdays only,2,50360161,42123770
36-_-1,36,1,Charles River Loop - Forest Hills Station,,2,50360168,42122908
36-8-1,36,1,"VA Hospital, West Roxbury - Forest Hills Station",,2,50360173,42122941
36-5-1,36,1,Rivermoor Industrial Park - Forest Hills Station,Weekday evenings only,3,50360198,42123042
36-9-1,36,1,Charles River Loop - Townsend & Humboldt via Forest Hills,School days only,3,50360199,42123140
36-H-1,36,1,Brother Heeran Way - Roslindale Square,School days only,3,50360199,42124165_1
37-_-0,37,0,Forest Hills Station - Baker St & Vermont St,,1,50370020,42122962
37-3-0,37,0,Forest Hills Station - LaGrange St & Corey St,Weekdays only,2,50370079,42122966
37-_-1,37,1,Baker St & Vermont St - Forest Hills Station,,1,50370121,42122963
37-3-1,37,1,LaGrange St & Corey St - Forest Hills Station,Weekdays only,2,50370178,42124172_1
3738-7-0,3738,0,Forest Hills Station - Baker St & Vermont St,Saturday mornings only,1,50371000,42140835
3738-7-1,3738,1,Baker St & Vermont St - Forest Hills Station,Saturday mornings only,1,50371100,42140863
38-_-0,38,0,Forest Hills Station - Wren St,,1,50380001,42123918
38-1-0,38,0,Townsend St & Humboldt Ave - Wren St via Forest Hills,School days only,3,50380098,42123141
38-_-1,38,1,Wren St - Forest Hills Station,,1,50380100,42123906
